类型,日期,时间,来源,分类,事件,用户,计算机
审核成功,2018-5-18,13:48:40,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,13:48:40,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,13:42:25,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,13:42:25,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,13:42:25,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,13:06:08,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,13:06:08,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,13:05:14,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,13:03:45,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,13:03:45,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,12:49:50,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,12:49:50,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,12:11:07,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,12:11:07,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,12:11:07,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,11:58:41,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,11:37:36,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,11:37:36,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,11:37:36,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,11:09:25,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,11:07:56,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,11:07:56,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,10:45:34,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,10:45:34,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,10:40:28,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,10:40:28,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,9:51:34,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,9:51:34,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,9:22:40,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,9:22:40,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,8:35:08,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,8:35:08,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,8:35:08,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,8:31:31,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,7:28:25,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,7:28:25,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,7:28:25,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,7:11:37,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,7:11:37,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,6:55:41,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,6:55:41,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,6:31:48,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,6:08:44,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,6:08:44,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,6:08:44,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,6:04:54,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,6:03:52,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,6:03:52,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,5:37:54,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,5:37:54,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,5:37:54,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,5:35:37,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,5:11:49,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,5:11:49,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,4:48:33,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,4:48:33,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,4:48:33,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,4:42:02,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,4:42:02,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,4:31:13,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,3:41:09,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,3:41:09,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,3:41:09,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,3:17:16,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,2:56:13,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,2:56:13,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,2:56:13,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,2:44:47,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,2:30:27,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,2:30:27,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,2:12:25,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,2:12:25,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,1:38:41,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,1:38:41,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,1:38:41,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,0:59:28,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,0:56:30,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,0:56:30,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,0:28:26,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,0:28:26,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,0:28:26,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,0:05:09,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,0:05:09,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,23:40:40,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,23:40:40,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,23:28:10,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,23:27:59,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,23:27:59,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,23:20:21,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,23:20:21,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,23:07:10,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,23:07:10,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,23:07:10,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,23:05:07,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,23:05:07,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,23:02:15,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,23:02:15,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,22:44:41,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,22:44:41,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,22:35:55,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,22:35:55,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,22:32:28,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,22:32:28,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,22:28:39,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,22:07:47,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,22:07:47,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,22:07:39,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,22:07:39,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,22:07:39,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,21:55:06,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,21:11:01,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,21:11:01,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,21:11:01,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,21:02:43,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,20:41:43,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,20:41:43,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,20:41:43,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,20:23:06,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,19:34:02,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,19:34:02,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,19:34:02,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,19:29:33,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,19:22:00,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,19:22:00,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,19:19:37,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,19:19:37,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,19:08:29,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,19:08:29,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,19:08:29,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,19:03:02,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,19:03:02,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,19:00:30,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,18:21:28,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,18:21:28,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,17:58:23,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,17:58:23,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,17:58:23,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,17:58:19,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,17:58:19,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,17:52:24,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,17:52:24,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,17:42:43,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,17:42:43,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,17:41:32,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,17:41:32,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,17:30:25,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,17:09:21,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,17:09:21,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,17:09:21,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,16:57:01,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,16:22:46,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,16:22:46,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,16:19:59,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,16:19:59,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,16:19:59,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,16:10:03,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,15:16:54,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,15:16:54,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,14:23:52,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,14:23:52,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,13:53:28,Security,登录/注销 ,683,SYSTEM,COMPUTER
审核成功,2018-5-17,13:53:07,Security,登录/注销 ,538,Administrator,COMPUTER
审核成功,2018-5-17,13:53:07,Security,登录/注销 ,682,SYSTEM,COMPUTER
审核成功,2018-5-17,13:53:06,Security,登录/注销 ,576,Administrator,COMPUTER
审核成功,2018-5-17,13:53:06,Security,登录/注销 ,528,Administrator,COMPUTER
审核成功,2018-5-17,13:53:06,Security,登录/注销 ,552,SYSTEM,COMPUTER
审核成功,2018-5-17,13:53:06,Security,帐户登录 ,680,Administrator,COMPUTER
审核成功,2018-5-17,13:47:19,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,13:47:19,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,13:36:44,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,13:36:44,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,13:33:35,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,13:33:35,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,13:02:45,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,13:02:45,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,13:02:45,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,12:57:20,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,12:27:12,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,12:27:12,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,12:27:12,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,12:08:40,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,12:08:40,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,12:06:27,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,12:06:27,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,11:55:20,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,11:46:15,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,11:46:15,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,11:25:19,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,11:25:19,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,11:08:37,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,11:08:37,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,10:39:47,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,10:39:47,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,10:15:51,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,10:15:51,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,10:11:55,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,10:11:55,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,10:11:55,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,9:48:42,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,9:32:23,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,9:32:23,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,9:27:38,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,9:27:38,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,9:27:38,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,9:07:43,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,9:00:02,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,9:00:02,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,8:42:57,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,8:42:57,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,8:00:40,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,8:00:40,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,8:00:40,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,7:55:55,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,7:34:50,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,7:34:50,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,7:34:50,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,7:25:25,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,7:07:35,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,7:07:35,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,6:59:22,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,6:59:22,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,6:59:22,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,6:42:13,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,6:26:28,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,6:26:28,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,5:54:10,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,5:54:10,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,5:54:10,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,5:34:24,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,5:34:24,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,5:33:13,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,5:12:07,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,5:12:07,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,5:12:07,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,4:59:11,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,4:37:08,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,4:37:08,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,4:37:08,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,4:29:55,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,4:08:46,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,4:08:46,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,4:07:53,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,4:07:53,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,4:07:53,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,3:55:27,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,3:55:27,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,3:50:18,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,2:57:03,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,2:57:03,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,2:55:48,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,2:55:48,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-17,2:50:14,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-17,2:50:14,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-17,2:50:14,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
