类型,日期,时间,来源,分类,事件,用户,计算机
审核成功,2018-5-19,21:54:48,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,21:28:46,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,21:28:46,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,21:28:46,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,21:20:39,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,21:20:39,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,21:07:47,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,21:00:11,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,21:00:11,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,20:49:44,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,20:49:44,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,20:35:42,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,20:35:42,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,20:35:42,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,20:32:52,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,20:32:52,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,20:22:30,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,20:22:30,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,20:17:16,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,20:03:19,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,20:03:19,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,19:38:10,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,19:38:10,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,19:38:10,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,19:27:02,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,19:27:02,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,19:11:36,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,19:11:36,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,19:02:48,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,19:02:48,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,18:51:12,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,18:51:12,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,18:34:34,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,18:34:34,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,18:18:34,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,18:18:34,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,18:09:46,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,17:33:23,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,17:33:23,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,17:23:45,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,17:23:45,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,17:23:38,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,17:23:38,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,17:23:38,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,17:21:52,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,16:42:46,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,16:42:46,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,16:42:46,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,16:39:48,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,16:39:48,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,16:36:20,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,16:14:51,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,16:14:51,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,16:05:14,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,16:05:14,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,16:05:14,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,16:03:41,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,15:49:34,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,15:49:34,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,15:44:13,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,15:44:13,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,15:34:38,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,15:34:38,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,15:13:33,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,15:13:33,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,15:13:33,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,15:11:57,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,15:11:57,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,15:02:24,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,15:02:24,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,14:58:06,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,14:40:51,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,14:40:51,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,14:38:23,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,14:38:23,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,14:09:00,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,14:09:00,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,14:09:00,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,13:58:23,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,13:39:13,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,13:39:13,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,13:37:18,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,13:37:18,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,13:37:18,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,13:26:44,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,13:12:51,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,13:12:51,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,13:01:32,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,13:01:32,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,12:58:34,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,12:58:34,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,12:51:41,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,12:51:41,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,12:51:41,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,12:35:22,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,11:57:16,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,11:57:16,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,11:57:16,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,11:46:27,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,11:46:27,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,11:38:48,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,11:38:48,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,11:19:33,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,11:19:33,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,11:16:13,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,11:03:40,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,11:03:40,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,10:59:50,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,10:59:50,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,10:40:08,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,10:40:08,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,10:40:08,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,10:26:13,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,10:26:13,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,10:18:53,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,10:00:54,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,10:00:54,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,9:48:16,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,9:48:16,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,9:42:50,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,9:42:50,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,9:42:50,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,9:39:20,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,9:18:57,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,9:18:57,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,8:49:37,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,8:49:37,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,8:49:16,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,8:49:16,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,8:49:16,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,8:33:36,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,8:33:36,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,8:15:27,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,7:54:26,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,7:54:26,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,7:54:26,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,7:20:48,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,6:56:54,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,6:56:54,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,6:42:42,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,6:42:42,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,6:42:42,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,6:36:28,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,6:36:28,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,6:15:26,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,5:54:25,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,5:54:25,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,5:54:25,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,5:53:03,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,5:13:55,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,5:13:55,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,5:13:55,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,5:08:22,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,4:34:17,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,4:34:17,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,4:34:17,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,4:30:37,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,4:05:55,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,4:05:55,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,4:03:07,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,4:03:07,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,3:53:30,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,3:53:30,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,3:53:30,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,3:29:44,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,2:28:02,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,2:28:02,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,2:25:09,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,2:25:09,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,2:22:34,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,2:22:34,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,2:22:34,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,2:16:09,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,1:45:03,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,1:45:03,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-19,1:45:03,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,1:35:24,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,1:35:24,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,1:18:47,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,1:18:47,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,1:10:07,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-19,0:08:51,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-19,0:08:51,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,23:56:56,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,23:56:56,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,23:56:56,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,23:47:38,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,23:28:28,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,23:28:28,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,23:04:06,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,23:04:06,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,23:03:31,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,23:03:31,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,23:03:31,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,22:59:46,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,22:59:46,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,22:52:59,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,22:40:58,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,22:40:58,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,22:30:33,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,22:30:33,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,22:30:12,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,22:30:12,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,21:35:04,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,21:35:04,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,21:33:46,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,21:33:46,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,21:33:46,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,21:32:35,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,20:50:29,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,20:50:29,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,20:50:29,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,20:33:18,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,20:33:18,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,20:11:46,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,19:50:44,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,19:50:44,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,19:50:44,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,19:34:45,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,19:34:45,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,19:19:34,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,19:11:31,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,19:11:31,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,19:06:32,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,19:06:32,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,19:05:03,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,19:05:03,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,18:54:44,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,18:54:44,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,18:52:31,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,18:52:31,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,18:52:31,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,18:51:07,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,18:43:21,Security,登录/注销 ,683,SYSTEM,COMPUTER
审核成功,2018-5-18,18:42:39,Security,登录/注销 ,538,Administrator,COMPUTER
审核成功,2018-5-18,18:42:38,Security,登录/注销 ,682,SYSTEM,COMPUTER
审核成功,2018-5-18,18:42:37,Security,登录/注销 ,576,Administrator,COMPUTER
审核成功,2018-5-18,18:42:37,Security,登录/注销 ,528,Administrator,COMPUTER
审核成功,2018-5-18,18:42:37,Security,登录/注销 ,552,SYSTEM,COMPUTER
审核成功,2018-5-18,18:42:37,Security,帐户登录 ,680,Administrator,COMPUTER
审核成功,2018-5-18,18:30:57,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,18:30:57,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,18:28:02,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,18:28:02,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,18:28:02,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,18:14:31,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,16:54:25,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,16:54:25,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,16:54:25,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,16:50:18,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,16:29:18,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,16:29:18,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,16:29:18,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,16:26:52,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,16:03:05,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,16:03:05,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,15:50:16,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,15:50:16,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,15:44:50,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,15:44:50,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,15:44:48,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,15:44:48,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,15:44:48,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,15:24:49,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,15:24:49,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,15:24:04,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,15:01:50,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,15:01:50,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,14:51:04,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,14:51:04,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-5-18,14:51:04,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,14:19:32,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-5-18,14:18:48,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,14:18:48,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,14:14:30,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,14:14:30,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,14:12:01,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-5-18,14:12:01,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
